Sex,Age,5-year Age/Sex group,15-year Age/Sex group,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
Females,68,Females - 65 to 69,Females - 60 to 74,"21,814","24,028","24,579","25,755","30,392","29,702","29,381","30,380","31,025","31,507","32,158","32,313","33,289","33,923","34,650","35,442","36,223","36,942","37,914","38,178","38,628","38,424","37,723","37,631","37,760","38,927","40,887","41,253","44,259","43,625","41,895","41,674","41,208","40,661","41,250","41,959","43,382","44,668","46,992","48,674","50,546"
Females,69,Females - 65 to 69,Females - 60 to 74,"21,604","21,613","23,845","24,347","25,547","30,231","29,582","29,202","30,253","31,184","30,993","31,743","32,086","33,052","33,639","34,387","35,182","35,964","36,684","37,655","37,921","38,372","38,173","37,479","37,391","37,525","38,686","40,635","41,006","43,997","43,374","41,662","41,442","40,984","40,446","41,035","41,743","43,162","44,444","46,759","48,434"
Females,70,Females - 70 to 74,Females - 60 to 74,"20,015","21,454","21,443","23,593","24,114","25,383","30,049","29,374","29,045","30,417","30,670","30,590","31,496","31,839","32,757","33,364","34,114","34,912","35,692","36,411","37,383","37,651","38,103","37,910","37,224","37,139","37,277","38,433","40,372","40,746","43,722","43,110","41,416","41,199","40,748","40,220","40,809","41,516","42,931","44,209","46,514"
Females,71,Females - 70 to 74,Females - 60 to 74,"19,493","19,903","21,288","21,200","23,336","23,864","25,121","29,774","29,189","29,132","29,986","30,216","30,351","31,253","31,559","32,491","33,103","33,856","34,653","35,432","36,151","37,123","37,394","37,848","37,659","36,981","36,900","37,043","38,194","40,123","40,502","43,464","42,863","41,187","40,972","40,528","40,010","40,599","41,306","42,717","43,992"
Females,72,Females - 70 to 74,Females - 60 to 74,"18,733","19,344","19,767","21,060","20,919","23,073","23,660","24,800","29,538","29,196","28,737","29,557","29,952","30,092","30,955","31,281","32,213","32,828","33,581","34,378","35,154","35,873","36,845","37,120","37,575","37,392","36,722","36,645","36,792","37,938","39,858","40,241","43,189","42,599","40,942","40,729","40,293","39,785","40,374","41,081","42,488"
Females,73,Females - 70 to 74,Females - 60 to 74,"18,047","18,566","19,186","19,582","20,827","20,662","22,700","23,373","24,479","29,436","28,753","28,269","29,269","29,667","29,781","30,656","30,987","31,918","32,533","33,285","34,082","34,856","35,575","36,547","36,825","37,281","37,104","36,444","36,371","36,523","37,664","39,573","39,960","42,893","42,315","40,677","40,467","40,039","39,541","40,131","40,838"
Females,74,Females - 70 to 74,Females - 60 to 74,"17,089","17,901","18,387","18,990","19,386","20,588","20,360","22,325","23,047","24,287","28,991","28,294","27,963","28,958","29,332","29,466","30,339","30,676","31,602","32,218","32,969","33,765","34,537","35,256","36,226","36,509","36,966","36,796","36,145","36,076","36,233","37,370","39,268","39,659","42,575","42,010","40,392","40,186","39,766","39,278","39,869"
Females,75,Females - 75 to 79,Females - 75 and over,"16,936","16,916","17,708","18,163","18,785","19,166","20,164","20,044","21,927","22,818","23,821","28,536","27,946","27,631","28,598","28,986","29,127","29,998","30,339","31,260","31,876","32,626","33,420","34,190","34,908","35,878","36,163","36,622","36,459","35,819","35,755","35,918","37,049","38,935","39,331","42,229","41,676","40,080","39,878","39,467","38,991"
Females,76,Females - 75 to 79,Females - 75 and over,"15,893","16,661","16,690","17,488","17,880","18,584","18,757","19,760","19,652","21,629","22,366","23,355","28,127","27,558","27,239","28,209","28,601","28,749","29,616","29,959","30,875","31,491","32,239","33,031","33,799","34,516","35,483","35,772","36,232","36,077","35,449","35,392","35,560","36,684","38,558","38,957","41,834","41,295","39,722","39,526","39,125"
Females,77,Females - 75 to 79,Females - 75 and over,"15,477","15,567","16,357","16,480","17,176","17,606","18,200","18,287","19,295","19,390","21,073","21,913","22,976","27,678","27,113","26,817","27,781","28,176","28,330","29,191","29,538","30,447","31,062","31,807","32,597","33,362","34,077","35,041","35,334","35,796","35,649","35,034","34,984","35,158","36,276","38,134","38,538","41,391","40,866","39,318","39,129"
Females,78,Females - 75 to 79,Females - 75 and over,"14,937","15,130","15,206","16,014","16,175","16,927","17,224","17,739","17,799","18,939","18,912","20,626","21,500","22,555","27,168","26,628","26,348","27,304","27,700","27,860","28,714","29,063","29,965","30,579","31,321","32,107","32,869","33,582","34,541","34,838","35,301","35,163","34,564","34,521","34,701","35,811","37,653","38,060","40,886","40,377","38,857"
Females,79,Females - 75 to 79,Females - 75 and over,"14,250","14,576","14,728","14,795","15,637","15,853","16,499","16,799","17,328","17,398","18,402","18,445","20,165","21,036","22,071","26,599","26,080","25,816","26,761","27,158","27,324","28,170","28,522","29,415","30,026","30,764","31,546","32,302","33,012","33,965","34,266","34,730","34,603","34,021","33,986","34,172","35,273","37,094","37,505","40,299","39,808"
Females,80,Females - 80 to 84,Females - 75 and over,"14,463","13,804","14,131","14,311","14,348","15,188","15,374","16,054","16,378","16,895","16,769","17,881","17,957","19,650","20,508","21,529","25,956","25,459","25,212","26,143","26,541","26,711","27,548","27,902","28,784","29,392","30,124","30,900","31,649","32,355","33,300","33,605","34,070","33,954","33,392","33,366","33,558","34,647","36,445","36,859","39,615"
Females,81,Females - 80 to 84,Females - 75 and over,"14,106","13,935","13,358","13,669","13,804","13,876","14,646","14,863","15,534","15,936","16,277","16,165","17,320","17,414","19,070","19,916","20,915","25,226","24,753","24,523","25,439","25,835","26,011","26,835","27,190","28,060","28,663","29,387","30,154","30,896","31,596","32,531","32,839","33,304","33,200","32,659","32,643","32,841","33,916","35,686","36,103"
Females,82,Females - 80 to 84,Females - 75 and over,"13,169","13,605","13,407","12,872","13,128","13,281","13,282","14,053","14,319","14,978","15,358","15,613","15,568","16,702","16,812","18,421","19,249","20,224","24,403","23,955","23,743","24,639","25,034","25,215","26,024","26,379","27,233","27,829","28,544","29,301","30,033","30,724","31,646","31,957","32,420","32,330","31,813","31,807","32,011","33,069","34,806"
Females,83,Females - 80 to 84,Females - 75 and over,"12,491","12,522","13,015","12,821","12,264","12,556","12,683","12,726","13,433","13,731","14,317","14,681","14,937","14,918","16,027","16,143","17,698","18,504","19,450","23,479","23,058","22,865","23,739","24,130","24,316","25,107","25,461","26,296","26,883","27,586","28,329","29,048","29,729","30,635","30,948","31,408","31,332","30,842","30,846","31,056","32,093"
Females,84,Females - 80 to 84,Females - 75 and over,"11,846","11,822","11,835","12,330","12,151","11,679","11,935","12,050","12,091","12,775","13,035","13,594","13,943","14,211","14,218","15,283","15,403","16,897","17,677","18,589","22,451","22,059","21,886","22,734","23,119","23,309","24,078","24,430","25,242","25,818","26,505","27,232","27,934","28,602","29,487","29,801","30,257","30,195","29,734","29,749","29,965"
Females,85,Females - 85 to 89,Females - 75 and over,"10,962","11,154","11,075","11,093","11,592","11,386","11,008","11,242","11,325","11,464","12,025","12,293","12,803","13,158","13,436","13,452","14,468","14,592","16,017","16,767","17,641","21,316","20,954","20,802","21,619","21,997","22,189","22,933","23,280","24,065","24,627","25,295","26,002","26,685","27,336","28,196","28,509","28,958","28,912","28,482","28,508"
Females,86,Females - 85 to 89,Females - 75 and over,"9,944","10,235","10,399","10,316","10,313","10,805","10,613","10,258","10,503","10,632","10,717","11,233","11,474","11,974","12,331","12,600","12,622","13,584","13,708","15,056","15,769","16,601","20,071","19,742","19,609","20,391","20,758","20,951","21,665","22,004","22,758","23,301","23,946","24,628","25,288","25,918","26,747","27,058","27,497","27,467","27,071"
Females,87,Females - 85 to 89,Females - 75 and over,"8,924","9,094","9,459","9,575","9,492","9,518","9,988","9,754","9,533","9,735","9,793","9,868","10,374","10,621","11,109","11,448","11,704","11,733","12,635","12,759","14,022","14,696","15,480","18,728","18,431","18,318","19,059","19,414","19,605","20,285","20,614","21,333","21,855","22,472","23,124","23,757","24,362","25,155","25,461","25,888","25,873"
Females,88,Females - 85 to 89,Females - 75 and over,"7,772","8,135","8,240","8,594","8,706","8,714","8,672","9,149","8,956","8,734","8,916","8,881","9,005","9,491","9,742","10,198","10,516","10,759","10,793","11,630","11,752","12,924","13,554","14,287","17,295","17,032","16,939","17,635","17,974","18,162","18,804","19,121","19,800","20,296","20,881","21,501","22,102","22,678","23,430","23,729","24,141"
Females,89,Females - 85 to 89,Females - 75 and over,"6,826","6,956","7,293","7,380","7,745","7,849","7,834","7,845","8,248","8,094","7,913","7,963","7,998","8,134","8,598","8,832","9,251","9,547","9,775","9,813","10,582","10,700","11,776","12,358","13,035","15,791","15,561","15,486","16,133","16,454","16,637","17,236","17,538","18,173","18,640","19,191","19,772","20,338","20,882","21,587","21,876"
Females,90,Females  - 90 and over,Females - 75 and over,"24,023","25,525","26,889","28,571","29,938","31,509","32,654","33,564","34,443","35,414","36,154","36,308","36,739","37,260","37,948","38,938","39,997","41,286","42,666","44,065","45,303","47,052","48,668","51,018","53,573","56,384","61,282","65,336","68,743","72,207","75,423","78,290","81,219","83,946","86,798","89,625","92,516","95,493","98,556","101,682","105,013"
Persons,0,Persons - 0 to 4,Persons - 0 to 14,"70,073","74,786","76,791","76,705","77,846","82,400","78,109","77,886","77,541","75,563","76,712","74,999","78,545","81,171","82,762","83,644","84,655","85,585","86,378","87,303","88,437","89,627","90,892","92,244","93,675","95,136","96,806","98,522","100,229","101,892","103,469","104,924","106,248","107,421","108,435","109,310","110,051","110,679","111,222","111,716","112,213"
Persons,1,Persons - 0 to 4,Persons - 0 to 14,"71,462","71,393","75,569","77,730","77,754","79,938","82,702","78,950","78,435","77,566","75,293","76,786","76,560","79,784","81,802","83,583","84,483","85,513","86,443","87,236","88,161","89,294","90,485","91,750","93,101","94,533","95,992","97,658","99,371","101,074","102,737","104,315","105,771","107,095","108,270","109,286","110,162","110,906","111,536","112,083","112,580"
Persons,2,Persons - 0 to 4,Persons - 0 to 14,"70,523","72,861","72,994","76,683","79,064","79,221","80,901","83,094","79,782","78,721","76,836","75,491","78,241","77,794","80,426","82,619","84,416","85,335","86,366","87,296","88,089","89,013","90,146","91,337","92,602","93,954","95,383","96,839","98,502","100,211","101,914","103,578","105,156","106,612","107,938","109,114","110,131","111,009","111,755","112,388","112,937"
Persons,3,Persons - 0 to 4,Persons - 0 to 14,"70,337","71,801","74,379","74,506","77,788","80,728","80,420","81,535","83,330","80,160","77,786","77,254","76,906","79,382","78,477","81,239","83,449","85,263","86,181","87,212","88,142","88,936","89,861","90,994","92,185","93,450","94,800","96,226","97,679","99,339","101,048","102,751","104,416","105,994","107,451","108,777","109,954","110,973","111,853","112,601","113,237"
Persons,4,Persons - 0 to 4,Persons - 0 to 14,"69,556","71,768","73,263","75,734","76,240","79,039","81,901","81,269","82,063","83,152","79,399","78,197","78,614","78,017","80,012","79,309","82,059","84,285","86,097","87,016","88,047","88,978","89,772","90,697","91,831","93,022","94,285","95,632","97,056","98,507","100,167","101,876","103,580","105,244","106,823","108,280","109,607","110,785","111,806","112,687","113,438"
Persons,5,Persons - 5 to 9,Persons - 0 to 14,"69,445","70,981","73,053","74,582","77,229","78,111","80,192","82,728","81,963","82,199","81,851","79,830","79,499","79,681","78,659","80,779","80,146","82,884","85,109","86,920","87,839","88,871","89,802","90,597","91,523","92,657","93,847","95,107","96,452","97,873","99,325","100,985","102,694","104,398","106,062","107,641","109,099","110,427","111,606","112,628","113,512"
Persons,6,Persons - 5 to 9,Persons - 0 to 14,"66,860","70,252","72,355","74,230","75,768","78,753","79,117","80,876","83,132","82,296","81,075","82,191","81,011","80,446","80,249","79,348","81,477","80,904","83,616","85,839","87,647","88,566","89,598","90,530","91,325","92,252","93,384","94,570","95,828","97,170","98,591","100,043","101,703","103,411","105,113","106,777","108,356","109,814","111,142","112,322","113,345"
Persons,7,Persons - 5 to 9,Persons - 0 to 14,"66,337","67,496","71,086","73,669","75,401","77,125","79,693","79,680","81,501","83,170","81,478","81,294","83,318","81,922","81,016","80,927","80,046","82,181","81,653","84,339","86,559","88,365","89,284","90,317","91,250","92,046","92,971","94,101","95,285","96,541","97,882","99,303","100,755","102,414","104,122","105,823","107,486","109,064","110,523","111,851","113,033"
Persons,8,Persons - 5 to 9,Persons - 0 to 14,"65,225","67,039","68,167","71,960","74,917","76,813","78,080","80,323","80,119","81,791","82,271","81,666","82,387","84,192","82,494","81,679","81,611","80,748","82,878","82,391","85,053","87,271","89,075","89,995","91,029","91,962","92,757","93,680","94,808","95,990","97,246","98,587","100,008","101,460","103,119","104,825","106,526","108,188","109,767","111,225","112,554"
Persons,9,Persons - 5 to 9,Persons - 0 to 14,"64,862","65,940","67,800","68,949","72,649","76,413","77,691","78,731","80,882","80,304","81,073","82,555","82,737","83,248","84,765","83,155","82,354","82,306","81,447","83,571","83,124","85,763","87,980","89,783","90,703","91,738","92,670","93,464","94,385","95,511","96,694","97,949","99,291","100,712","102,164","103,822","105,528","107,228","108,890","110,468","111,927"
Persons,10,Persons - 10 to 14,Persons - 0 to 14,"65,163","65,548","66,694","68,548","69,641","73,529","77,323","78,421","79,372","81,270","79,661","81,398","83,598","83,584","83,830","85,419","83,828","83,040","82,997","82,143","84,262","83,853","86,471","88,686","90,488","91,409","92,443","93,374","94,166","95,086","96,213","97,396","98,652","99,993","101,414","102,866","104,524","106,229","107,929","109,591","111,169"
Persons,11,Persons - 10 to 14,Persons - 0 to 14,"65,671","65,865","66,214","67,422","69,282","70,445","74,250","77,908","79,276","79,766","80,792","79,892","82,443","84,437","84,189","84,500","86,099","84,524","83,737","83,700","82,849","84,963","84,592","87,188","89,403","91,204","92,124","93,157","94,087","94,878","95,799","96,927","98,110","99,366","100,708","102,129","103,582","105,239","106,944","108,644","110,306"
Persons,12,Persons - 10 to 14,Persons - 0 to 14,"65,951","66,479","66,684","66,931","68,133","70,089","71,108","74,882","78,605","79,657","79,471","81,144","80,923","83,276","85,045","84,859","85,180","86,789","85,217","84,430","84,399","83,552","85,662","85,326","87,902","90,116","91,915","92,834","93,866","94,795","95,588","96,510","97,638","98,822","100,078","101,420","102,842","104,295","105,952","107,657","109,357"
Persons,13,Persons - 10 to 14,Persons - 0 to 14,"65,972","66,809","67,370","67,551","67,640","68,977","70,724","71,785","75,387","79,183","79,435","79,769","82,449","81,998","84,128","85,936","85,767","86,097","87,704","86,137","85,350","85,325","84,482","86,589","86,287","88,845","91,056","92,853","93,771","94,802","95,733","96,527","97,451","98,579","99,764","101,022","102,364","103,787","105,241","106,898","108,604"
Persons,14,Persons - 10 to 14,Persons - 0 to 14,"67,299","66,886","67,736","68,257","68,400","68,483","69,749","71,346","72,504","75,822","79,073","79,876","81,686","84,018","83,340","85,500","87,313","87,161","87,489","89,096","87,533","86,747","86,728","85,891","87,995","87,730","90,267","92,477","94,271","95,188","96,222","97,155","97,952","98,878","100,008","101,195","102,455","103,799","105,223","106,679","108,338"
Persons,15,Persons - 15 to 19,Persons - 15 to 29,"67,802","68,375","68,040","68,859","69,463","69,794","69,630","70,725","72,128","72,975","75,650","79,558","82,393","83,758","85,828","85,190","87,358","89,176","89,029","89,356","90,964","89,405","88,621","88,610","87,778","89,882","89,651","92,166","94,375","96,167","97,088","98,125","99,062","99,862","100,791","101,924","103,114","104,376","105,723","107,151","108,609"
Persons,16,Persons - 15 to 19,Persons - 15 to 29,"69,713","69,264","69,888","69,698","70,519","71,283","71,121","70,884","71,805","72,676","72,903","76,105","82,942","85,250","86,343","88,438","87,828","90,009","91,819","91,676","91,999","93,611","92,049","91,261","91,257","90,427","92,529","92,341","94,833","97,044","98,842","99,767","100,809","101,750","102,552","103,484","104,622","105,815","107,081","108,433","109,864"
Persons,17,Persons - 15 to 19,Persons - 15 to 29,"70,583","71,670","71,190","71,857","71,916","72,683","73,341","72,909","72,430","72,554","72,554","73,673","80,100","86,292","88,317","89,433","91,549","90,968","93,144","94,947","94,808","95,129","96,746","95,182","94,391","94,395","93,561","95,661","95,517","97,986","100,206","102,012","102,941","103,988","104,934","105,740","106,676","107,818","109,016","110,287","111,644"
Persons,18,Persons - 15 to 19,Persons - 15 to 29,"72,265","73,386","74,777","74,988","75,767","76,437","77,082","78,118","77,889","74,667","72,402","74,805","78,299","83,967","89,706","91,803","92,949","95,089","94,517","96,687","98,485","98,351","98,669","100,293","98,726","97,932","97,938","97,099","99,197","99,098","101,550","103,780","105,593","106,528","107,581","108,532","109,342","110,283","111,430","112,634","113,911"
Persons,19,Persons - 15 to 19,Persons - 15 to 29,"74,220","75,229","77,355","79,889","80,345","81,600","81,778","82,870","84,530","81,265","73,928","77,146","80,058","82,675","87,601","93,490","95,631","96,812","98,953","98,391","100,555","102,345","102,218","102,533","104,163","102,594","101,788","101,795","100,950","103,045","103,003","105,435","107,676","109,496","110,437","111,495","112,451","113,266","114,212","115,364","116,574"
Persons,20,Persons - 20 to 24,Persons - 15 to 29,"78,525","77,198","78,518","81,647","84,469","85,236","85,745","85,834","86,669","85,866","78,947","79,412","83,032","84,926","86,519","91,692","97,616","99,808","100,998","103,140","102,588","104,745","106,527","106,407","106,719","108,357","106,774","105,954","105,962","105,110","107,210","107,231","109,639","111,891","113,719","114,665","115,730","116,691","117,511","118,461","119,619"
Persons,21,Persons - 20 to 24,Persons - 15 to 29,"82,549","81,197","80,384","82,168","85,547","88,900","88,450","89,288","88,940","87,091","82,617","83,776","86,176","88,658","89,214","91,170","96,417","102,400","104,621","105,829","107,984","107,440","109,591","111,373","111,259","111,569","113,206","111,604","110,763","110,771","109,919","112,026","112,124","114,514","116,785","118,628","119,582","120,657","121,628","122,455","123,413"
Persons,22,Persons - 20 to 24,Persons - 15 to 29,"83,167","85,021","84,379","83,930","86,108","90,306","93,564","93,731","93,990","90,029","83,371","86,266","91,211","92,344","93,195","94,173","96,208","101,535","107,546","109,798","111,025","113,195","112,660","114,806","116,586","116,480","116,774","118,410","116,786","115,923","115,943","115,092","117,205","117,386","119,755","122,046","123,904","124,868","125,954","126,934","127,769"
Persons,23,Persons - 20 to 24,Persons - 15 to 29,"83,963","85,529","88,629","88,977","89,046","92,153","97,090","100,565","100,119","96,110","85,598","87,080","93,857","97,496","96,781","98,130","99,159","101,278","106,652","112,692","114,976","116,224","118,410","117,883","120,024","121,802","121,690","121,968","123,602","121,955","121,082","121,115","120,263","122,383","122,650","124,995","127,307","129,181","130,154","131,251","132,240"
Persons,24,Persons - 20 to 24,Persons - 15 to 29,"84,243","86,304","88,460","92,050","92,654","93,703","97,164","101,934","104,789","100,724","90,423","89,090","94,282","99,824","101,472","101,309","102,707","103,788","105,952","111,372","117,440","119,757","121,025","123,227","122,709","124,845","126,607","126,489","126,750","128,382","126,725","125,840","125,884","125,030","127,156","127,510","129,827","132,159","134,048","135,030","136,136"
Persons,25,Persons - 25 to 29,Persons - 15 to 29,"84,854","86,109","89,039","90,972","94,844","96,219","97,234","100,477","104,275","103,645","94,082","93,166","95,900","99,932","103,359","105,603","105,483","106,928","108,021","110,229","115,694","121,791","124,142","125,430","127,648","127,137","129,255","131,001","130,877","131,120","132,764","131,095","130,198","130,252","129,394","131,526","131,965","134,252","136,603","138,507","139,496"
Persons,26,Persons - 25 to 29,Persons - 15 to 29,"85,876","87,250","88,506","91,667","93,633","98,048","99,589","100,495","102,954","103,503","97,376","96,371","99,041","100,686","102,456","106,524","108,783","108,697","110,139","111,250","113,488","118,963","125,063","127,437","128,736","130,953","130,446","132,543","134,266","134,139","134,378","136,030","134,359","133,458","133,523","132,667","134,800","135,314","137,565","139,925","141,834"
Persons,27,Persons - 25 to 29,Persons - 15 to 29,"85,098","88,157","90,015","90,891","94,334","96,783","101,111","102,389","102,755","103,003","98,020","99,561","101,824","103,469","102,766","105,245","109,325","111,603","111,506","112,944","114,072","116,341","121,828","127,930","130,326","131,638","133,841","133,336","135,412","137,112","136,994","137,228","138,886","137,211","136,307","136,380","135,526","137,661","138,247","140,461","142,828"
Persons,28,Persons - 25 to 29,Persons - 15 to 29,"85,389","87,256","90,476","92,546","93,219","97,633","99,478","103,482","104,670","103,239","98,742","100,028","104,610","105,924","105,259","105,303","107,801","111,900","114,151","114,042","115,475","116,622","118,922","124,421","130,526","132,946","134,257","136,448","135,946","138,002","139,690","139,580","139,809","141,472","139,793","138,883","138,965","138,112","140,248","140,905","143,082"
Persons,29,Persons - 25 to 29,Persons - 15 to 29,"83,577","87,675","89,544","92,326","94,764","96,029","99,985","101,774","105,606","105,299","99,534","100,568","104,665","108,392","107,606","107,610","107,712","110,234","114,307","116,532","116,412","117,842","119,008","121,337","126,848","132,959","135,390","136,701","138,881","138,382","140,430","142,107","142,005","142,228","143,896","142,213","141,298","141,389","140,536","142,673","143,398"
Persons,30,Persons - 30 to 34,Persons - 30 to 44,"82,091","85,601","89,662","91,409","94,141","97,345","98,490","102,030","103,703","106,191","102,215","101,147","104,801","108,121","109,975","109,781","109,832","109,993","112,494","116,542","118,744","118,616","120,043","121,227","123,586","129,109","135,215","137,658","138,970","141,141","140,654","142,695","144,362","144,266","144,483","146,156","144,469","143,550","143,649","142,797","144,936"
Persons,31,Persons - 30 to 34,Persons - 30 to 44,"79,626","83,863","87,222","91,079","93,198","96,438","99,310","100,500","103,572","104,461","103,152","103,579","104,912","107,878","109,536","111,920","111,763","111,862","112,036","114,517","118,544","120,724","120,590","122,016","123,217","125,602","131,126","137,227","139,681","140,994","143,164","142,690","144,725","146,381","146,291","146,505","148,182","146,494","145,573","145,681","144,831"
Persons,32,Persons - 30 to 34,Persons - 30 to 44,"77,770","81,146","85,400","88,580","92,592","95,277","98,548","101,035","102,287","104,237","101,986","104,215","106,925","107,670","109,197","111,307","113,734","113,612","113,717","113,903","116,366","120,374","122,536","122,396","123,822","125,040","127,443","132,968","139,065","141,529","142,852","145,023","144,560","146,588","148,235","148,151","148,361","150,043","148,354","147,431","147,548"
Persons,33,Persons - 30 to 34,Persons - 30 to 44,"76,475","79,038","82,482","86,680","89,936","94,378","97,144","100,232","102,593","103,092","102,031","102,919","107,207","109,408","108,899","110,827","112,968","115,436","115,310","115,420","115,617","118,065","122,057","124,202","124,057","125,484","126,712","129,131","134,659","140,753","143,234","144,565","146,736","146,284","148,307","149,944","149,866","150,073","151,760","150,070","149,145"
Persons,34,Persons - 30 to 34,Persons - 30 to 44,"75,856","77,672","80,160","83,477","87,895","91,609","96,118","98,651","101,680","103,294","101,460","102,909","105,616","109,442","110,525","110,387","112,345","114,516","116,986","116,855","116,971","117,180","119,614","123,591","125,720","125,573","126,994","128,230","130,666","136,195","142,292","144,789","146,129","148,299","147,857","149,874","151,503","151,431","151,635","153,326","151,636"
Persons,35,Persons - 35 to 39,Persons - 30 to 44,"75,808","77,007","78,683","80,955","84,507","89,345","93,276","97,648","99,759","102,416","101,676","102,208","105,298","107,609","110,438","111,861","111,761","113,749","115,912","118,382","118,248","118,370","118,591","121,013","124,976","127,091","126,936","128,352","129,597","132,048","137,584","143,683","146,194","147,541","149,711","149,278","151,289","152,911","152,844","153,046","154,742"
Persons,36,Persons - 35 to 39,Persons - 30 to 44,"77,113","77,008","77,937","79,425","81,807","85,663","90,616","94,587","98,807","100,381","101,046","102,206","104,189","106,898","108,351","111,470","112,934","112,867","114,847","117,001","119,469","119,334","119,464","119,697","122,106","126,053","128,150","127,990","129,402","130,655","133,122","138,658","144,752","147,275","148,627","150,796","150,374","152,381","153,997","153,937","154,138"
Persons,37,Persons - 35 to 39,Persons - 30 to 44,"79,008","78,032","78,030","78,538","80,160","82,766","86,689","91,582","95,614","99,596","98,944","101,575","103,913","105,572","107,525","109,240","112,392","113,893","113,828","115,801","117,945","120,411","120,277","120,415","120,660","123,058","126,986","129,066","128,902","130,311","131,574","134,057","139,592","145,681","148,213","149,571","151,740","151,328","153,331","154,940","154,887"
Persons,38,Persons - 35 to 39,Persons - 30 to 44,"79,920","79,985","78,956","78,815","79,245","81,059","83,893","87,505","92,436","96,242","98,518","99,394","103,067","105,129","106,123","108,286","110,045","113,227","114,734","114,671","116,635","118,772","121,237","121,103","121,249","121,506","123,890","127,800","129,865","129,698","131,108","132,381","134,877","140,411","146,493","149,034","150,398","152,566","152,165","154,163","155,766"
Persons,39,Persons - 35 to 39,Persons - 30 to 44,"83,428","80,860","80,947","79,670","79,807","80,070","82,012","84,746","88,123","92,959","95,148","98,753","100,775","104,169","105,624","106,816","108,998","110,797","113,979","115,491","115,430","117,388","119,517","121,981","121,849","122,003","122,268","124,639","128,531","130,582","130,416","131,827","133,110","135,617","141,149","147,225","149,774","151,143","153,310","152,919","154,913"
